No.,Object Name,RA-s,Dec-s,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
482,WISEA J123855.40+511008.7,12h38m55.4099s,+51d10m08.756s,189.7308749,51.169099,G,35610.8261380579,0.11878493,SLS,12,0,36,6,3,4,0,0,0,1
483,WISEA J125847.29+502306.9,12h58m47.2918s,+50d23m06.982s,194.6970492,50.3852728,G,29305.3932983797,0.09775227,SLS,18,0,67,9,7,10,0,0,1,1
484,WISEA J133811.32+505335.2,13h38m11.3275s,+50d53m35.254s,204.5471983,50.8931261,G,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
485,WISEA J124100.78+520555.0,12h41m00.7871s,+52d05m55.089s,190.2532798,52.0986359,G,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
486,WISEA J130300.88+511823.8,13h03m00.8853s,+51d18m23.850s,195.7536889,51.3066251,G,36607.65704638,0.12211,SLS,8,0,42,6,4,6,0,0,1,0
487,WISEA J131906.02+512402.2,13h19m06.0234s,+51d24m02.282s,199.7750976,51.4006341,G,25634.3207290356,0.08550689,SLS,13,0,57,8,5,8,0,0,0,1
488,WISEA J115541.03+545401.6,11h55m41.0370s,+54d54m01.624s,178.9209876,54.9004511,G,24122.1825605065,0.08046294,SLS,18,0,63,6,4,10,0,0,1,1
489,WISEA J124405.97+511237.0,12h44m05.9753s,+51d12m37.043s,191.0248973,51.2102898,G,13784.2173848736,0.0459792,SLS,12,0,57,7,4,8,0,0,0,1
490,WISEA J121259.94+532521.8,12h12m59.9426s,+53d25m21.814s,183.2497612,53.4227263,G,15065.6382756505,0.05025356,SLS,13,0,51,6,4,8,0,0,0,1
491,WISEA J122900.39+553934.7,12h29m00.3953s,+55d39m34.712s,187.2516473,55.6596423,G,18961.9898875586,0.06325039,SLS,17,0,56,8,5,8,0,0,0,1
492,WISEA J123729.20+505403.7,12h37m29.2085s,+50d54m03.795s,189.3717024,50.9010542,G,45299.1740343752,0.15110178,SLS,13,0,43,8,5,4,0,0,0,1
493,WISEA J114923.34+522053.0,11h49m23.3471s,+52d20m53.026s,177.3472798,52.348063,G,15969.1347980234,0.0532673,SLS,18,0,63,10,8,10,0,0,1,1
494,WISEA J131114.95+514004.8,13h11m14.9523s,+51d40m04.864s,197.8123013,51.6680179,G,16826.451290166,0.056127,SLS,3,0,22,6,2,0,0,0,0,0
495,WISEA J115306.02+550639.9,11h53m06.0277s,+55d06m39.944s,178.2751156,55.1110958,G,29283.1876710156,0.0976782,SLS,17,0,62,12,10,10,0,0,1,1
496,WISEA J115356.93+551017.4,11h53m56.9305s,+55d10m17.425s,178.4872107,55.171507,G,1198.4653197237,0.00399765,SLS,18,0,48,16,12,8,0,0,0,1
497,WISEA J121349.85+511432.9,12h13m49.8566s,+51d14m32.969s,183.4577359,51.2424914,G,41363.9393406645,0.13797525,SLS,13,0,70,11,7,10,0,0,1,1
498,WISEA J123343.29+502139.6,12h33m43.2935s,+50d21m39.640s,188.4303897,50.3610113,G,27152.4187716298,0.09057072,SLS,12,0,51,6,3,8,0,0,0,1
499,WISEA J131048.67+510541.6,13h10m48.6722s,+51d05m41.666s,197.702801,51.0949073,G,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
500,WISEA J123508.27+542151.4,12h35m08.2764s,+54d21m51.446s,188.7844853,54.3642908,G,25406.2596124613,0.08474616,SLS,14,0,62,6,4,10,0,0,1,1
501,WISEA J124802.95+552828.6,12h48m02.9515s,+55d28m28.600s,192.0122981,55.4746112,G,23594.2468427987,0.078701936,SLS,12,0,62,7,5,10,0,0,1,1
502,WISEA J130529.61+535201.3,13h05m29.6136s,+53d52m01.378s,196.3733902,53.8670495,G,26369.1270332165,0.08795794,SLS,13,0,68,9,5,10,0,0,1,1
503,WISEA J123418.91+504411.5,12h34m18.9158s,+50d44m11.505s,188.5788161,50.7365294,G,27923.636368797,0.093143225,SLS,12,0,51,8,6,8,0,0,0,1
504,WISEA J125109.22+550542.1,12h51m09.2244s,+55d05m42.123s,192.7884351,55.0950343,G,25203.2383611489,0.084068954,SLS,13,0,47,8,7,8,0,0,0,1
505,2MASX J11542614+5104167,11h54m26.1696s,+51d04m17.122s,178.60904,51.071423,G,37997.494881668,0.126746,SLS,15,0,39,8,7,6,0,0,1,0
506,WISEA J123310.72+505236.7,12h33m10.7288s,+50d52m36.743s,188.2947036,50.8768733,G,0.0,0.0,SLS,1,0,17,3,1,4,0,0,0,0
507,WISEA J123605.99+510333.3,12h36m05.9933s,+51d03m33.387s,189.0249724,51.0592742,G,27296.9127405366,0.0910527,SLS,8,0,38,7,4,4,0,0,0,1
508,WISEA J125836.22+504417.1,12h58m36.2261s,+50d44m17.130s,194.6509422,50.7380917,G,21010.0640353297,0.07008203,SLS,8,0,36,8,6,4,0,0,0,1
509,WISEA J133323.25+551846.3,13h33m23.2510s,+55d18m46.339s,203.3468795,55.3128722,G,32395.0153975081,0.10805814,SLS,13,0,61,6,4,10,0,0,1,1
510,WISEA J121608.40+514107.4,12h16m08.4007s,+51d41m07.408s,184.0350033,51.6853911,G,14349.9422417048,0.047866255,SLS,6,0,50,8,3,6,0,0,1,0
511,2MASX J12231048+5549320,12h23m10.5110s,+55d49m32.365s,185.793796,55.825657,G,31303.129294528,0.104416,SLS,16,0,51,9,8,10,0,0,1,1
512,WISEA J125107.20+512445.4,12h51m07.2019s,+51d24m45.445s,192.7800082,51.4126238,G,16023.1783844271,0.05344757,SLS,14,0,56,7,4,8,0,0,0,0
513,2MASX J13330317+5155194,13h33m03.1322s,+51d55m20.784s,203.263051,51.92244,G,34353.8653139293,0.11459216,SLS,18,0,58,8,6,10,0,0,1,1
514,WISEA J120949.31+553906.0,12h09m49.3104s,+55d39m06.031s,182.4554603,55.6516755,G,28225.6308024011,0.09415057,SLS,18,0,72,11,8,10,0,0,1,1
515,SBS 1219+559,12h21m28.9483s,+55d38m23.413s,185.3706181,55.6398372,G,9236.86585083354,0.030810868,SLS,20,2,69,10,7,8,0,0,0,1
516,SBS 1219+558,12h22m05.9407s,+55d35m31.851s,185.5247531,55.592181,G,9223.5047005654,0.0307663,SLS,19,1,66,8,5,10,0,0,1,1
517,WISEA J122806.24+513506.8,12h28m06.2453s,+51d35m06.853s,187.0260221,51.585237,G,25514.1189430005,0.08510594,SLS,15,0,51,7,5,8,0,0,0,1
518,WISEA J125842.81+512606.4,12h58m42.8170s,+51d26m06.410s,194.6784042,51.4351141,G,28926.6804758112,0.09648902,SLS,13,0,57,7,3,8,0,0,0,1
519,WISEA J131416.98+514118.2,13h14m16.9880s,+51d41m18.257s,198.5707834,51.6884048,G,30336.9461691873,0.10119316,SLS,14,0,59,8,5,8,0,0,0,1
520,WISEA J115948.82+531954.5,11h59m48.8216s,+53d19m54.514s,179.9534234,53.3318095,G,21160.3050256564,0.07058318,SLS,14,0,62,7,5,10,0,0,1,1
521,WISEA J130302.27+511445.7,13h03m02.2703s,+51d14m45.724s,195.7594597,51.2460345,G,36459.4846240135,0.12161575,SLS,19,0,48,7,6,6,1,0,1,1
522,WISEA J132743.30+553640.9,13h27m43.3055s,+55d36m40.991s,201.9304399,55.6113866,G,7170.13711736337,0.023917003,SLS,14,0,50,8,6,8,0,0,0,1
523,2MASX J12174507+5544220,12h17m45.1288s,+55d44m22.538s,184.438037,55.739594,G,35136.6204238427,0.11720315,SLS,17,0,54,8,6,10,0,0,1,1
524,WISEA J125020.30+550553.4,12h50m20.3026s,+55d05m53.447s,192.5845942,55.0981799,G,25341.156682282,0.084529,SLS,1,0,18,4,1,0,0,0,0,0
525,SDSS J121608.13+514122.0,12h16m08.1395s,+51d41m22.052s,184.0339148302,51.6894591009,G,0.0,0.0,SLS,1,0,12,4,1,4,0,0,0,0
526,WISEA J124017.51+515038.3,12h40m17.5160s,+51d50m38.310s,190.0729834,51.8439752,G,8134.568555372,0.027134,SLS,1,0,31,5,2,4,0,0,0,0
527,WISEA J120554.01+552102.9,12h05m54.0187s,+55d21m02.961s,181.4750779,55.3508225,G,13307.2044140816,0.044388056,SLS,11,0,51,7,5,8,0,0,0,1
528,WISEA J120700.57+515025.3,12h07m00.5789s,+51d50m25.373s,181.7524121,51.8403814,G,26861.8809068082,0.08960159,SLS,13,0,32,6,4,4,0,0,0,1
529,WISEA J123410.41+513808.8,12h34m10.4139s,+51d38m08.806s,188.5433914,51.6357795,G,55799.8425728139,0.18612824,SLS,14,0,68,12,9,10,0,0,1,1
530,WISEA J122927.46+521749.2,12h29m27.4644s,+52d17m49.299s,187.3644351,52.2970277,G,25131.1100945089,0.08382836,SLS,11,0,52,6,4,8,0,0,0,1
531,WISEA J123513.57+504513.4,12h35m13.5765s,+50d45m13.437s,188.806569,50.7537327,G,22078.3384843178,0.07364541,SLS,11,0,57,8,4,8,0,0,0,1
532,WISEA J120504.00+505133.7,12h05m04.0089s,+50d51m33.703s,181.266704,50.859362,G,18823.8035519681,0.06278945,SLS,14,0,51,8,6,6,1,0,1,1
533,WISEA J122706.16+505851.1,12h27m06.1624s,+50d58m51.133s,186.7756767,50.9808703,G,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
534,WISEA J123602.99+520136.4,12h36m02.9992s,+52d01m36.464s,189.0124969,52.0267956,G,28774.979496214,0.095983,SLS,1,0,31,5,2,4,0,0,0,0
535,WISEA J134226.59+552243.4,13h42m26.5947s,+55d22m43.489s,205.6108113,55.3787472,G,36773.1023110066,0.122661866,SLS,15,0,63,9,7,10,0,0,1,1
536,WISEA J122640.18+553111.3,12h26m40.1867s,+55d31m11.380s,186.6674446,55.519828,G,44768.6613006984,0.14933218,SLS,12,0,56,10,7,8,0,0,0,1
537,WISEA J123749.20+514816.3,12h37m49.2077s,+51d48m16.341s,189.4550323,51.8045394,G,29403.737216302,0.09808031,SLS,14,0,52,11,6,6,0,0,1,0
538,WISEA J124937.05+550619.3,12h49m37.0591s,+55d06m19.316s,192.4044132,55.1053658,G,25024.8216764496,0.08347382,SLS,17,0,54,8,5,8,0,0,0,1
539,WISEA J142909.14+485742.1,14h29m09.1486s,+48d57m42.190s,217.2881192,48.9617196,G,30005.927328762,0.100089,SLS,1,0,16,5,2,0,0,0,0,0
540,WISEA J115407.29+551510.2,11h54m07.2948s,+55d15m10.246s,178.5303951,55.2528462,G,14479.162084669,0.048297286,SLS,13,0,36,9,7,4,0,0,0,1
541,WISEA J122352.05+521045.8,12h23m52.0585s,+52d10m45.870s,185.9669107,52.1794085,G,25846.849598361,0.08621581,SLS,17,0,62,7,6,10,1,0,1,0
542,WISEA J124213.64+503624.7,12h42m13.6436s,+50d36m24.744s,190.5568486,50.6068734,G,28759.390288398,0.095931,SLS,2,0,31,4,1,4,0,0,0,0
543,WISEA J124511.49+505143.2,12h45m11.4924s,+50d51m43.214s,191.297885,50.862004,G,36801.1655832075,0.122755475,SLS,15,0,58,8,5,8,0,0,0,1
544,WISEA J120751.54+515607.2,12h07m51.5435s,+51d56m07.203s,181.9647648,51.9353342,G,17999.1383558037,0.060038663,SLS,14,0,67,7,4,10,0,0,1,1
545,WISEA J122833.69+512745.8,12h28m33.6997s,+51d27m45.870s,187.1404156,51.4627419,G,26089.43865745,0.087025,SLS,1,0,31,6,3,4,0,0,0,0
546,WISEA J130021.66+513628.9,13h00m21.6606s,+51d36m28.986s,195.0902527,51.6080518,G,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
547,SDSS J130740.93+555806.1,13h07m40.9337s,+55d58m06.173s,196.9205574745,55.9683815929,G,38081.436769908,0.127026,SLS,1,0,15,2,1,4,0,0,0,0
548,WISEA J115359.80+501526.6,11h53m59.8049s,+50d15m26.677s,178.4991871,50.2574105,G,45961.5624724017,0.15331127,SLS,15,0,66,8,5,10,0,0,1,1
549,WISEA J121059.68+505143.8,12h10m59.6880s,+50d51m43.878s,182.7487002,50.8621885,G,35629.1029852599,0.118845895,SLS,13,0,70,12,8,10,0,0,1,1
550,WISEA J124426.48+514005.7,12h44m26.4894s,+51d40m05.734s,191.1103725,51.6682597,G,21289.404651845,0.07101381,SLS,4,0,55,9,5,8,0,0,0,1
551,WISEA J120732.00+512220.7,12h07m32.0061s,+51d22m20.771s,181.8833591,51.3724364,G,27384.9632844135,0.091346405,SLS,13,0,42,9,6,4,0,0,0,1
552,WISEA J121302.82+552719.3,12h13m02.8270s,+55d27m19.353s,183.2617793,55.4553759,G,32035.222476964,0.106858,SUN,9,0,42,10,6,6,0,0,1,0
553,WISEA J123551.44+515353.4,12h35m51.4412s,+51d53m53.435s,188.9643386,51.8981764,G,35374.910459084,0.117998,SLS,1,0,33,7,3,4,0,0,0,0
554,WISEA J122043.88+554557.6,12h20m43.8832s,+55d45m57.633s,185.1828469,55.7660093,G,37075.633073318,0.123671,SLS,12,0,51,10,8,8,0,0,0,1
555,WISEA J122143.58+554840.0,12h21m43.5846s,+55d48m40.097s,185.4316026,55.8111383,G,9945.3749601836,0.0331742,SLS,6,0,24,9,5,0,0,0,0,0
556,WISEA J130442.06+552319.0,13h04m42.0690s,+55d23m19.055s,196.1752877,55.3886265,G,51821.3957942071,0.17285757,SLS,12,0,60,7,5,10,0,0,1,1
557,WISEA J132608.67+503058.2,13h26m08.6792s,+50d30m58.210s,201.5361635,50.5161695,G,26435.69894644,0.08818,SLS,1,0,31,7,4,4,0,0,0,0
558,WISEA J122549.46+503506.2,12h25m49.4651s,+50d35m06.269s,186.4561048,50.5850748,G,25717.0889298025,0.085782975,SLS,18,0,62,7,6,10,0,0,1,1
559,WISEA J123435.86+521253.4,12h34m35.8608s,+52d12m53.417s,188.6494201,52.2148381,G,56033.6207315623,0.18690804,SLS,19,0,62,9,8,10,1,0,1,1
560,2MASX J12474701+5106317,12h47m47.1816s,+51d06m31.492s,191.94659,51.108748,G,37173.3534229277,0.12399696,SLS,14,0,64,9,8,10,0,0,1,1
561,WISEA J125510.39+510018.3,12h55m10.3937s,+51d00m18.306s,193.7933071,51.005085,G,29625.8054816409,0.09882105,SLS,8,0,51,9,8,8,0,0,0,1
562,WISEA J131408.33+515517.9,13h14m08.3357s,+51d55m17.915s,198.5347324,51.9216433,G,17727.927211372,0.059134,SLS,4,0,42,4,1,6,0,0,1,0
563,WISEA J123630.04+505409.5,12h36m30.0433s,+50d54m09.530s,189.1251806,50.9026474,G,43986.149022676,0.146722,SLS,2,0,33,6,2,4,0,0,0,0
564,WISEA J125836.87+520421.2,12h58m36.8738s,+52d04m21.243s,194.653641,52.0725675,G,10006.1968540626,0.03337708,SLS,12,0,52,8,6,8,0,0,0,1
565,WISEA J120108.69+511407.8,12h01m08.7240s,+51d14m07.486s,180.28635,51.235413,G,38261.312244708,0.127626,SLS,15,0,58,9,6,8,0,0,0,1
566,WISEA J120714.69+505128.6,12h07m14.6927s,+50d51m28.693s,181.8112199,50.8579704,G,25289.8232196987,0.08435777,SLS,11,0,55,10,7,8,0,0,0,1
567,WISEA J121211.13+525634.0,12h12m11.1346s,+52d56m34.030s,183.0463944,52.9427861,G,24639.2765837632,0.08218778,SLS,15,0,66,8,5,10,0,0,1,1
568,WISEA J121610.86+511022.2,12h16m10.8642s,+51d10m22.276s,184.0452678,51.1728546,G,24078.0651023872,0.08031578,SLS,11,0,47,6,5,8,0,0,0,1
569,WISEA J121909.80+520018.8,12h19m09.8088s,+52d00m18.805s,184.79087,52.0052237,G,17260.1361563806,0.057573617,SLS,13,0,48,6,5,8,0,0,0,1
570,SDSS J123855.62+514829.8,12h38m55.6204s,+51d48m29.812s,189.7317519551,51.8082813119,G,44342.002670322,0.147909,SLS,1,0,19,3,1,4,0,0,0,0
571,HETDEX J124106.37+503004.1,12h41m06.3720s,+50d30m04.089s,190.27655,50.501136,G,0.0,0.0,SLS,1,0,0,2,1,0,0,0,0,0
572,WISEA J132530.12+554914.6,13h25m30.1212s,+55d49m14.690s,201.375505,55.8207474,G,36666.716160606,0.122307,SLS,1,0,27,4,2,4,0,0,0,0
